"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Kansas","Sedgwick",2020,366,321,42,3,0,0,0,114,54,38,0,4,293,59,10
"Kansas","Shawnee",2020,366,296,66,2,2,0,0,169,58,39,0,0,195,166,5
"Kansas","Sherman",2020,303,282,20,1,0,0,0,106,44,13,0,0,0,0,303
"Kansas","Sumner",2020,366,286,77,3,0,0,0,117,59,40,0,1,195,146,24
"Kansas","Trego",2020,365,326,38,1,0,0,0,147,51,37,0,0,296,54,15
"Kansas","Wyandotte",2020,366,233,128,5,0,0,0,116,63,44,0,6,112,238,10
"Kentucky","Bell",2020,263,256,7,0,0,0,0,71,46,33,0,0,232,31,0
"Kentucky","Boone",2020,242,218,24,0,0,0,0,87,50,36,0,0,242,0,0
"Kentucky","Boyd",2020,366,324,42,0,0,0,0,88,51,36,0,7,194,164,1
"Kentucky","Bullitt",2020,240,224,15,1,0,0,0,115,48,37,0,0,240,0,0
"Kentucky","Campbell",2020,366,306,60,0,0,0,0,93,54,39,0,3,182,181,0
"Kentucky","Carter",2020,285,283,2,0,0,0,0,59,44,31,0,0,230,54,1
"Kentucky","Christian",2020,320,288,32,0,0,0,0,83,51,38,0,0,199,121,0
"Kentucky","Daviess",2020,366,308,57,1,0,0,0,105,54,38,0,3,184,179,0
"Kentucky","Edmonson",2020,365,357,8,0,0,0,0,64,45,33,4,0,346,15,0
"Kentucky","Fayette",2020,366,328,38,0,0,0,0,84,51,38,0,11,177,178,0
"Kentucky","Greenup",2020,243,241,2,0,0,0,0,61,44,33,0,0,243,0,0
"Kentucky","Hancock",2020,245,233,12,0,0,0,0,97,47,37,0,0,245,0,0
"Kentucky","Hardin",2020,366,328,38,0,0,0,0,80,51,38,0,0,188,178,0
"Kentucky","Jefferson",2020,366,239,120,7,0,0,0,115,61,45,0,10,160,196,0
"Kentucky","Jessamine",2020,243,232,11,0,0,0,0,77,47,37,0,0,243,0,0
"Kentucky","Livingston",2020,248,235,12,1,0,0,0,105,47,37,0,0,239,0,9
"Kentucky","McCracken",2020,366,299,66,1,0,0,0,111,57,39,0,7,166,193,0
"Kentucky","Morgan",2020,365,361,4,0,0,0,0,64,44,33,0,0,365,0,0
"Kentucky","Oldham",2020,239,218,21,0,0,0,0,97,49,38,0,0,239,0,0
"Kentucky","Perry",2020,364,335,29,0,0,0,0,99,48,34,0,0,159,205,0
"Kentucky","Pike",2020,365,351,14,0,0,0,0,92,45,32,0,0,178,187,0
"Kentucky","Pulaski",2020,283,265,18,0,0,0,0,77,48,36,0,0,221,62,0
"Kentucky","Simpson",2020,221,217,4,0,0,0,0,67,46,36,0,0,221,0,0
"Kentucky","Trigg",2020,362,350,12,0,0,0,0,84,45,34,0,0,362,0,0
"Kentucky","Warren",2020,366,313,53,0,0,0,0,97,53,38,0,0,143,223,0
"Kentucky","Washington",2020,364,352,12,0,0,0,0,77,46,34,0,0,364,0,0
"Louisiana","Ascension",2020,364,350,14,0,0,0,0,100,46,31,0,6,358,0,0
"Louisiana","Bossier",2020,362,312,49,1,0,0,0,105,53,36,0,0,214,142,6
"Louisiana","Caddo",2020,349,317,31,1,0,0,0,126,49,34,0,0,275,74,0
"Louisiana","Calcasieu",2020,349,258,90,1,0,0,0,116,61,41,0,2,167,180,0
"Louisiana","East Baton Rouge",2020,366,306,57,3,0,0,0,119,54,38,0,6,201,159,0
"Louisiana","Iberville",2020,366,321,42,3,0,0,0,136,54,36,0,0,331,35,0
"Louisiana","Jefferson",2020,366,308,58,0,0,0,0,87,54,36,0,2,267,97,0
"Louisiana","Lafayette",2020,364,274,89,1,0,0,0,120,59,40,0,0,191,172,1
"Louisiana","Lafourche",2020,366,289,76,1,0,0,0,115,56,39,0,0,162,204,0
"Louisiana","Livingston",2020,355,273,81,1,0,0,0,105,58,39,0,0,157,198,0
"Louisiana","Orleans",2020,366,333,33,0,0,0,0,88,47,28,2,120,0,230,14
"Louisiana","Ouachita",2020,362,343,18,1,0,0,0,111,45,32,0,0,311,51,0
"Louisiana","Pointe Coupee",2020,362,343,19,0,0,0,0,100,45,32,0,0,362,0,0
"Louisiana","Rapides",2020,121,111,9,1,0,0,0,103,49,26,0,0,0,121,0
"Louisiana","St. Bernard",2020,357,295,62,0,0,0,0,84,54,39,0,0,213,142,2
"Louisiana","St. James",2020,357,351,6,0,0,0,0,90,44,29,0,0,357,0,0
"Louisiana","St. John the Baptist",2020,351,341,10,0,0,0,0,80,45,31,0,0,351,0,0
"Louisiana","St. Martin",2020,358,337,21,0,0,0,0,87,48,33,0,0,358,0,0
"Louisiana","St. Tammany",2020,364,317,47,0,0,0,0,90,52,36,0,0,243,121,0
"Louisiana","Tangipahoa",2020,121,110,11,0,0,0,0,64,49,26,0,0,0,121,0
"Louisiana","Terrebonne",2020,120,110,10,0,0,0,0,74,50,27,0,0,0,120,0
"Louisiana","West Baton Rouge",2020,366,302,61,3,0,0,0,101,58,37,0,6,174,186,0
"Maine","Androscoggin",2020,360,344,16,0,0,0,0,66,44,29,0,0,191,164,5
"Maine","Aroostook",2020,366,341,24,0,1,0,0,189,47,33,0,0,263,86,17
"Maine","Cumberland",2020,366,320,46,0,0,0,0,97,53,38,0,12,240,113,1
"Maine","Hancock",2020,366,339,26,1,0,0,0,105,48,35,0,0,359,7,0
"Maine","Kennebec",2020,230,227,3,0,0,0,0,64,44,35,0,4,196,29,1
"Maine","Knox",2020,148,142,6,0,0,0,0,71,45,31,0,0,148,0,0
"Maine","Oxford",2020,324,313,11,0,0,0,0,65,44,33,0,0,226,98,0
"Maine","Penobscot",2020,363,352,11,0,0,0,0,73,44,29,0,0,208,152,3
"Maine","Washington",2020,353,351,2,0,0,0,0,61,44,33,0,0,348,5,0
"Maine","York",2020,235,223,12,0,0,0,0,87,47,39,0,0,235,0,0
"Maryland","Anne Arundel",2020,262,235,25,2,0,0,0,108,51,39,0,0,240,0,22
"Maryland","Baltimore",2020,365,306,57,2,0,0,0,105,57,39,0,22,238,105,0
"Maryland","Baltimore (City)",2020,363,326,37,0,0,0,0,97,51,34,0,92,159,111,1
"Maryland","Calvert",2020,238,235,3,0,0,0,0,67,44,35,0,0,238,0,0
"Maryland","Carroll",2020,242,225,17,0,0,0,0,84,49,39,0,0,242,0,0
"Maryland","Cecil",2020,357,329,28,0,0,0,0,97,49,34,0,0,223,134,0
"Maryland","Charles",2020,236,235,1,0,0,0,0,58,44,34,0,0,236,0,0
"Maryland","Dorchester",2020,365,351,14,0,0,0,0,84,47,35,0,0,343,22,0
"Maryland","Frederick",2020,237,217,20,0,0,0,0,90,49,40,0,0,237,0,0
"Maryland","Garrett",2020,365,355,10,0,0,0,0,71,46,36,0,0,344,21,0
"Maryland","Harford",2020,357,308,48,1,0,0,0,119,55,38,0,0,226,131,0
"Maryland","Howard",2020,364,348,16,0,0,0,0,68,44,28,5,119,0,240,0
"Maryland","Kent",2020,359,346,13,0,0,0,0,100,46,33,0,0,235,124,0
"Maryland","Montgomery",2020,355,333,22,0,0,0,0,77,45,33,0,0,214,141,0
"Maryland","Prince George's",2020,366,333,32,1,0,0,0,105,50,37,0,4,307,55,0
"Maryland","Washington",2020,359,319,40,0,0,0,0,81,51,37,0,0,216,143,0
"Massachusetts","Barnstable",2020,351,340,9,2,0,0,0,108,45,35,0,0,346,5,0
"Massachusetts","Berkshire",2020,366,327,39,0,0,0,0,94,52,36,0,0,242,124,0
"Massachusetts","Bristol",2020,366,315,48,3,0,0,0,119,53,39,0,0,277,89,0
"Massachusetts","Dukes",2020,357,347,9,1,0,0,0,126,45,36,0,0,349,8,0
"Massachusetts","Essex",2020,366,330,36,0,0,0,0,97,50,37,0,6,257,103,0
"Massachusetts","Franklin",2020,365,315,50,0,0,0,0,96,55,37,0,0,193,172,0
"Massachusetts","Hampden",2020,366,313,53,0,0,0,0,99,55,39,0,7,205,154,0
"Massachusetts","Hampshire",2020,366,341,25,0,0,0,0,84,48,35,0,9,264,92,1
"Massachusetts","Middlesex",2020,366,340,26,0,0,0,0,93,48,36,0,18,253,95,0
"Massachusetts","Norfolk",2020,366,352,14,0,0,0,0,71,43,32,0,8,284,74,0
"Massachusetts","Plymouth",2020,366,328,38,0,0,0,0,80,51,37,0,0,235,131,0
"Massachusetts","Suffolk",2020,366,326,40,0,0,0,0,84,51,37,0,33,130,203,0
"Massachusetts","Worcester",2020,366,319,47,0,0,0,0,90,52,38,0,12,223,131,0
"Michigan","Allegan",2020,359,311,42,6,0,0,0,136,54,36,0,0,241,118,0
"Michigan","Bay",2020,365,350,15,0,0,0,0,74,39,17,0,0,0,365,0
"Michigan","Benzie",2020,262,244,16,1,1,0,0,164,47,36,0,0,262,0,0
"Michigan","Berrien",2020,258,217,34,7,0,0,0,150,61,38,0,0,258,0,0
"Michigan","Cass",2020,253,212,36,5,0,0,0,122,61,39,0,0,253,0,0
"Michigan","Clinton",2020,256,244,12,0,0,0,0,93,46,34,0,0,256,0,0
"Michigan","Genesee",2020,366,322,43,1,0,0,0,126,52,35,0,0,242,124,0
"Michigan","Huron",2020,266,246,13,7,0,0,0,150,48,36,0,0,266,0,0
"Michigan","Ingham",2020,366,329,36,0,1,0,0,151,51,34,0,10,277,79,0
"Michigan","Kalamazoo",2020,323,269,48,6,0,0,0,115,58,38,0,0,224,99,0
"Michigan","Kent",2020,365,302,55,7,1,0,0,153,58,36,1,0,288,76,0
"Michigan","Keweenaw",2020,117,116,0,1,0,0,0,124,24,10,0,0,0,117,0
"Michigan","Lenawee",2020,366,296,68,2,0,0,0,122,57,38,0,0,199,167,0
"Michigan","Macomb",2020,299,258,29,12,0,0,0,126,60,36,0,0,260,39,0
"Michigan","Manistee",2020,139,133,6,0,0,0,0,80,41,28,0,0,69,70,0
"Michigan","Mason",2020,251,229,20,1,1,0,0,159,49,37,0,0,251,0,0
"Michigan","Missaukee",2020,365,320,44,1,0,0,0,105,52,36,0,13,202,150,0
"Michigan","Monroe",2020,61,58,3,0,0,0,0,66,40,17,0,0,0,0,61
"Michigan","Muskegon",2020,248,210,32,6,0,0,0,143,64,37,0,0,248,0,0
"Michigan","Oakland",2020,298,254,38,6,0,0,0,126,59,36,0,0,247,51,0
"Michigan","Ottawa",2020,365,315,44,6,0,0,0,150,56,33,0,82,239,41,3
"Michigan","Schoolcraft",2020,347,331,13,3,0,0,0,133,44,33,0,0,254,93,0
"Michigan","St. Clair",2020,328,275,52,1,0,0,0,105,56,35,0,0,204,124,0
"Michigan","Tuscola",2020,343,330,11,2,0,0,0,101,44,32,0,0,343,0,0
"Michigan","Washtenaw",2020,366,292,68,5,1,0,0,157,58,38,0,0,239,127,0
"Michigan","Wayne",2020,366,203,153,8,2,0,0,179,73,48,0,10,100,240,16
"Michigan","Wexford",2020,356,341,15,0,0,0,0,100,44,33,0,0,356,0,0
"Minnesota","Anoka",2020,366,325,41,0,0,0,0,87,52,35,0,8,234,122,2
"Minnesota","Becker",2020,366,343,22,1,0,0,0,101,46,32,0,0,229,137,0
"Minnesota","Beltrami",2020,359,348,11,0,0,0,0,73,39,23,0,0,0,359,0
"Minnesota","Carlton",2020,354,351,3,0,0,0,0,84,42,24,0,0,190,164,0
"Minnesota","Cass",2020,346,335,11,0,0,0,0,75,35,17,0,0,0,346,0
"Minnesota","Cook",2020,345,343,2,0,0,0,0,53,21,10,0,0,0,345,0
"Minnesota","Crow Wing",2020,359,348,11,0,0,0,0,76,42,28,0,0,196,163,0
"Minnesota","Dakota",2020,366,324,41,1,0,0,0,135,52,30,0,17,0,349,0
"Minnesota","Goodhue",2020,210,201,9,0,0,0,0,87,46,35,0,0,210,0,0
"Minnesota","Hennepin",2020,366,274,90,1,1,0,0,156,57,38,0,12,32,222,100
"Minnesota","Lake",2020,365,357,8,0,0,0,0,71,42,30,0,0,209,156,0
"Minnesota","Lyon",2020,360,330,30,0,0,0,0,80,48,32,0,0,196,164,0
"Minnesota","Mille Lacs",2020,245,240,5,0,0,0,0,87,44,33,0,0,245,0,0
"Minnesota","Olmsted",2020,366,325,40,1,0,0,0,111,52,35,0,0,225,141,0
"Minnesota","Ramsey",2020,366,318,47,0,1,0,0,160,54,30,0,0,0,324,42
"Minnesota","Saint Louis",2020,366,334,31,1,0,0,0,104,49,36,0,1,216,139,10
"Minnesota","Scott",2020,365,335,29,1,0,0,0,121,49,32,0,0,227,138,0
"Minnesota","Stearns",2020,366,336,30,0,0,0,0,80,47,33,0,0,210,156,0
"Minnesota","Washington",2020,215,210,5,0,0,0,0,77,44,33,0,0,215,0,0
"Minnesota","Winona",2020,119,117,2,0,0,0,0,52,30,17,0,0,0,119,0
"Minnesota","Wright",2020,357,321,35,1,0,0,0,112,51,34,0,0,194,163,0
"Mississippi","Bolivar",2020,363,295,68,0,0,0,0,85,56,39,0,0,144,219,0
"Mississippi","DeSoto",2020,365,309,56,0,0,0,0,100,54,37,0,0,144,221,0
"Mississippi","Forrest",2020,361,274,87,0,0,0,0,97,59,36,0,0,0,361,0
"Mississippi","Hancock",2020,351,288,63,0,0,0,0,88,54,38,0,0,130,221,0
"Mississippi","Harrison",2020,352,263,88,1,0,0,0,101,60,42,0,0,103,249,0
"Mississippi","Hinds",2020,366,249,116,1,0,0,0,114,62,44,0,0,101,265,0
"Mississippi","Jackson",2020,356,291,65,0,0,0,0,84,55,39,0,3,138,215,0
"Mississippi","Lauderdale",2020,252,252,0,0,0,0,0,50,42,31,0,0,252,0,0
"Mississippi","Lee",2020,243,242,1,0,0,0,0,54,45,35,0,0,243,0,0
"Mississippi","Yalobusha",2020,348,345,3,0,0,0,0,51,42,31,0,0,348,0,0
"Missouri","Andrew",2020,245,225,20,0,0,0,0,77,49,38,0,0,245,0,0
"Missouri","Boone",2020,244,235,9,0,0,0,0,93,44,33,0,0,244,0,0
"Missouri","Buchanan",2020,365,304,60,1,0,0,0,126,53,33,0,0,0,258,107
"Missouri","Callaway",2020,245,234,11,0,0,0,0,87,45,35,0,0,245,0,0
"Missouri","Cass",2020,362,333,27,2,0,0,0,105,49,36,0,0,206,156,0
"Missouri","Cedar",2020,352,320,32,0,0,0,0,99,50,36,0,0,196,156,0
"Missouri","Clay",2020,364,313,50,1,0,0,0,101,55,35,0,0,224,140,0
"Missouri","Clinton",2020,245,226,19,0,0,0,0,87,48,37,0,0,245,0,0
"Missouri","Greene",2020,364,320,43,1,0,0,0,116,52,37,0,0,168,190,6
"Missouri","Jackson",2020,366,253,110,2,1,0,0,157,60,40,0,24,0,271,71
"Missouri","Jasper",2020,366,320,46,0,0,0,0,82,52,35,0,0,212,0,154
"Missouri","Jefferson",2020,365,319,44,2,0,0,0,141,54,38,0,0,171,185,9
"Missouri","Lincoln",2020,245,228,16,1,0,0,0,108,48,37,0,0,245,0,0
"Missouri","Monroe",2020,366,360,6,0,0,0,0,84,43,31,0,0,362,0,4
"Missouri","Perry",2020,245,231,14,0,0,0,0,97,47,36,0,0,245,0,0
"Missouri","Saint Charles",2020,245,216,25,4,0,0,0,112,54,39,0,0,245,0,0
"Missouri","Saint Louis",2020,366,287,73,6,0,0,0,144,61,40,0,26,200,140,0
"Missouri","Sainte Genevieve",2020,245,229,16,0,0,0,0,87,46,36,0,0,245,0,0
"Missouri","St. Louis City",2020,366,224,137,4,1,0,0,155,67,46,0,8,122,192,44
"Missouri","Stoddard",2020,63,59,4,0,0,0,0,62,45,19,0,0,0,63,0
"Missouri","Taney",2020,122,120,2,0,0,0,0,57,36,17,0,0,0,122,0
"Montana","Cascade",2020,359,338,18,3,0,0,0,115,44,18,0,0,0,359,0
"Montana","Fergus",2020,366,342,21,1,2,0,0,157,47,39,0,1,327,38,0
"Montana","Flathead",2020,366,317,41,3,5,0,0,190,56,35,0,0,249,82,35
"Montana","Gallatin",2020,366,327,28,9,2,0,0,159,52,22,3,9,0,354,0
"Montana","Lake",2020,117,113,1,1,2,0,0,174,20,5,0,0,0,117,0
"Montana","Lewis and Clark",2020,366,311,50,1,4,0,0,164,55,40,0,0,278,88,0
"Montana","Lincoln",2020,366,217,140,2,4,2,1,327,71,40,0,0,0,357,9
"Montana","Missoula",2020,366,210,137,13,6,0,0,176,83,47,0,0,148,218,0
"Montana","Phillips",2020,366,306,58,2,0,0,0,140,64,35,0,0,274,55,37
"Montana","Powder River",2020,350,276,69,3,2,0,0,157,66,40,0,0,217,81,52
"Montana","Powell",2020,33,33,0,0,0,0,0,11,6,3,0,0,0,33,0
"Montana","Ravalli",2020,361,319,34,3,5,0,0,176,53,11,0,0,0,361,0
"Montana","Richland",2020,366,354,12,0,0,0,0,68,46,36,0,0,328,36,2
"Montana","Roosevelt",2020,77,75,2,0,0,0,0,55,25,9,0,0,0,77,0
"Montana","Rosebud",2020,346,316,25,3,2,0,0,153,48,37,0,0,282,47,17
"Montana","Sanders",2020,366,328,30,1,5,2,0,236,51,23,0,0,0,346,20
"Montana","Sheridan",2020,107,105,2,0,0,0,0,53,20,10,0,0,0,107,0
"Montana","Silver Bow",2020,366,317,41,5,3,0,0,173,56,19,0,0,0,205,161
"Montana","Yellowstone",2020,364,329,32,2,1,0,0,160,48,23,0,0,0,364,0
"Nebraska","Cass",2020,358,346,12,0,0,0,0,71,32,14,0,0,0,0,358
"Nebraska","Douglas",2020,366,324,40,1,1,0,0,156,53,35,2,0,187,153,24
"Nebraska","Hall",2020,338,314,24,0,0,0,0,85,43,20,0,0,0,338,0
"Nebraska","Knox",2020,365,341,24,0,0,0,0,84,48,35,0,0,365,0,0
"Nebraska","Lancaster",2020,282,272,10,0,0,0,0,74,45,33,0,0,217,65,0
"Nebraska","Sarpy",2020,316,279,35,2,0,0,0,149,52,29,0,0,0,316,0
"Nebraska","Scotts Bluff",2020,278,224,52,2,0,0,0,122,55,27,0,0,0,278,0
"Nebraska","Thomas",2020,115,110,5,0,0,0,0,71,27,11,0,0,0,115,0
"Nebraska","Washington",2020,110,104,6,0,0,0,0,72,42,23,0,0,0,110,0
"Nevada","Carson City",2020,366,302,44,12,8,0,0,192,67,41,0,0,260,106,0
"Nevada","Churchill",2020,363,336,25,2,0,0,0,147,50,40,0,0,363,0,0
"Nevada","Clark",2020,366,108,233,22,3,0,0,174,93,61,0,17,214,123,12
"Nevada","Douglas",2020,366,311,38,6,9,2,0,249,60,17,0,0,0,366,0
"Nevada","Elko",2020,363,332,29,1,1,0,0,154,48,18,0,0,0,15,348
"Nevada","Lyon",2020,356,308,39,5,3,0,1,331,59,38,0,0,302,0,54
"Nevada","Nye",2020,366,343,20,1,2,0,0,200,40,21,0,0,0,0,366
"Nevada","Washoe",2020,366,239,103,11,11,2,0,240,85,46,0,4,259,96,7
"Nevada","White Pine",2020,361,294,64,3,0,0,0,136,61,44,0,0,358,3,0
"New Hampshire","Belknap",2020,359,353,6,0,0,0,0,61,43,30,0,0,200,159,0
"New Hampshire","Cheshire",2020,366,339,27,0,0,0,0,75,47,35,0,0,250,116,0
"New Hampshire","Coos",2020,366,339,27,0,0,0,0,74,50,43,0,0,366,0,0
"New Hampshire","Grafton",2020,366,355,11,0,0,0,0,66,43,33,0,0,318,48,0
"New Hampshire","Hillsborough",2020,366,358,8,0,0,0,0,90,45,36,0,0,355,11,0
"New Hampshire","Merrimack",2020,213,209,4,0,0,0,0,74,44,38,0,0,213,0,0
"New Hampshire","Rockingham",2020,366,328,38,0,0,0,0,90,51,38,0,0,273,93,0
"New Jersey","Atlantic",2020,359,330,29,0,0,0,0,90,47,34,0,0,244,115,0
"New Jersey","Bergen",2020,364,292,69,3,0,0,0,119,58,39,3,66,159,136,0
"New Jersey","Camden",2020,366,292,74,0,0,0,0,87,58,40,0,10,202,154,0
"New Jersey","Cumberland",2020,365,319,46,0,0,0,0,71,52,38,0,4,206,155,0
"New Jersey","Essex",2020,366,294,71,1,0,0,0,127,58,39,1,63,161,141,0
"New Jersey","Gloucester",2020,253,231,21,1,0,0,0,101,49,36,0,0,203,50,0
"New Jersey","Hudson",2020,366,308,58,0,0,0,0,90,54,37,0,88,177,101,0
"New Jersey","Hunterdon",2020,364,320,44,0,0,0,0,85,52,38,0,0,242,122,0
"New Jersey","Mercer",2020,366,311,52,3,0,0,0,112,54,38,0,0,262,104,0
"New Jersey","Middlesex",2020,366,313,52,1,0,0,0,112,53,37,0,15,224,127,0
"New Jersey","Monmouth",2020,226,209,17,0,0,0,0,93,48,37,0,0,226,0,0
"New Jersey","Morris",2020,366,347,19,0,0,0,0,84,47,35,0,8,349,9,0
"New Jersey","Ocean",2020,356,327,29,0,0,0,0,84,48,35,0,0,215,141,0
"New Jersey","Passaic",2020,262,247,15,0,0,0,0,100,47,36,0,0,244,18,0
"New Jersey","Union",2020,366,291,74,1,0,0,0,111,56,38,2,113,0,251,0
"New Jersey","Warren",2020,361,327,34,0,0,0,0,100,50,34,0,33,207,121,0
"New Mexico","Bernalillo",2020,366,135,222,7,1,1,0,214,77,54,0,0,200,83,83
"New Mexico","Catron",2020,115,111,4,0,0,0,0,79,30,10,0,0,0,115,0
"New Mexico","Chaves",2020,119,116,3,0,0,0,0,75,37,17,0,0,0,119,0
"New Mexico","Dona Ana",2020,366,168,177,15,3,1,2,400,88,53,0,7,237,39,83
"New Mexico","Eddy",2020,364,248,105,11,0,0,0,115,80,46,0,0,357,7,0
"New Mexico","Lea",2020,366,334,32,0,0,0,0,76,50,39,0,5,322,39,0
"New Mexico","Lincoln",2020,115,114,1,0,0,0,0,51,28,11,0,0,0,115,0
"New Mexico","Los Alamos",2020,117,116,1,0,0,0,0,53,19,10,0,0,0,117,0
"New Mexico","Luna",2020,354,335,18,0,0,0,1,360,40,19,0,0,0,0,354
"New Mexico","Rio Arriba",2020,362,314,48,0,0,0,0,90,54,44,0,0,361,1,0
"New Mexico","San Juan",2020,366,265,96,5,0,0,0,109,64,45,0,0,364,0,2
"New Mexico","Sandoval",2020,358,271,82,5,0,0,0,119,61,44,0,0,358,0,0
"New Mexico","Santa Fe",2020,366,297,68,1,0,0,0,101,58,44,0,0,349,17,0
"New Mexico","Socorro",2020,111,111,0,0,0,0,0,49,28,11,0,0,0,111,0
"New Mexico","Taos",2020,360,337,23,0,0,0,0,64,43,20,0,0,0,360,0
"New Mexico","Valencia",2020,359,283,74,2,0,0,0,105,61,44,0,0,359,0,0
"New York","Albany",2020,365,306,56,3,0,0,0,143,55,38,0,0,183,182,0
"New York","Bronx",2020,366,291,74,1,0,0,0,108,61,39,0,39,178,149,0
"New York","Chautauqua",2020,363,338,25,0,0,0,0,93,47,35,0,0,352,11,0
"New York","Dutchess",2020,331,322,9,0,0,0,0,87,45,35,0,0,331,0,0
"New York","Erie",2020,366,317,47,0,2,0,0,155,52,37,0,10,224,132,0
"New York","Essex",2020,365,350,15,0,0,0,0,80,47,38,0,0,360,5,0
"New York","Hamilton",2020,357,354,3,0,0,0,0,54,44,34,0,0,357,0,0
"New York","Jefferson",2020,360,345,15,0,0,0,0,90,44,33,0,0,360,0,0
"New York","Kings",2020,365,338,27,0,0,0,0,77,47,23,0,0,0,365,0
"New York","Monroe",2020,366,323,43,0,0,0,0,80,52,36,0,0,245,121,0
"New York","Nassau",2020,361,344,17,0,0,0,0,72,41,20,0,0,0,361,0
"New York","New York",2020,366,311,54,1,0,0,0,108,56,37,2,0,222,142,0
"New York","Niagara",2020,359,340,19,0,0,0,0,87,46,34,0,0,359,0,0
"New York","Oneida",2020,349,334,15,0,0,0,0,78,36,16,0,0,0,349,0
"New York","Onondaga",2020,364,336,28,0,0,0,0,74,48,35,0,0,281,83,0
"New York","Orange",2020,366,342,24,0,0,0,0,97,47,36,0,0,254,112,0
"New York","Oswego",2020,359,349,10,0,0,0,0,58,44,33,0,0,359,0,0
"New York","Putnam",2020,314,308,6,0,0,0,0,64,44,33,0,0,314,0,0
"New York","Queens",2020,366,298,65,3,0,0,0,140,61,38,0,54,211,101,0
"New York","Richmond",2020,364,319,43,2,0,0,0,108,52,36,0,0,211,153,0
"New York","Rockland",2020,366,340,26,0,0,0,0,93,48,34,0,0,298,68,0
"New York","Saratoga",2020,319,315,4,0,0,0,0,61,44,33,0,0,319,0,0
"New York","Steuben",2020,365,356,9,0,0,0,0,79,44,34,0,0,310,55,0
"New York","Suffolk",2020,366,309,51,6,0,0,0,133,59,37,0,0,293,73,0
"New York","Tompkins",2020,364,359,5,0,0,0,0,64,44,34,0,0,364,0,0
"New York","Wayne",2020,327,305,22,0,0,0,0,80,46,34,0,0,327,0,0
"New York","Westchester",2020,363,327,35,1,0,0,0,105,50,36,0,0,280,83,0
"North Carolina","Alexander",2020,300,297,3,0,0,0,0,54,45,33,0,0,243,0,57
"North Carolina","Avery",2020,366,352,14,0,0,0,0,80,46,37,0,0,363,3,0
"North Carolina","Buncombe",2020,363,353,10,0,0,0,0,97,45,31,0,0,210,153,0
"North Carolina","Caldwell",2020,243,243,0,0,0,0,0,50,44,34,0,0,243,0,0
"North Carolina","Carteret",2020,362,359,3,0,0,0,0,61,43,34,0,0,362,0,0
"North Carolina","Caswell",2020,354,349,5,0,0,0,0,61,44,31,0,0,241,0,113
"North Carolina","Catawba",2020,357,312,45,0,0,0,0,94,53,31,0,0,0,357,0
"North Carolina","Cumberland",2020,363,329,34,0,0,0,0,81,49,35,0,0,191,167,5
"North Carolina","Davidson",2020,329,265,64,0,0,0,0,95,54,32,0,0,0,329,0
"North Carolina","Durham",2020,364,334,30,0,0,0,0,97,49,35,0,0,170,193,1
"North Carolina","Edgecombe",2020,336,319,17,0,0,0,0,94,46,32,0,0,182,154,0
"North Carolina","Forsyth",2020,366,298,68,0,0,0,0,97,56,40,0,7,180,179,0
"North Carolina","Graham",2020,238,223,15,0,0,0,0,97,49,40,0,0,238,0,0
"North Carolina","Granville",2020,238,237,1,0,0,0,0,51,46,36,0,0,238,0,0
"North Carolina","Guilford",2020,365,335,30,0,0,0,0,87,50,36,0,0,198,160,7
"North Carolina","Haywood",2020,272,244,28,0,0,0,0,93,51,41,0,0,244,28,0
"North Carolina","Hyde",2020,114,112,2,0,0,0,0,53,28,15,0,0,0,114,0
"North Carolina","Jackson",2020,111,107,4,0,0,0,0,68,40,24,0,0,0,111,0
"North Carolina","Johnston",2020,339,318,21,0,0,0,0,72,49,36,0,0,185,154,0
"North Carolina","Lenoir",2020,296,290,6,0,0,0,0,58,45,32,0,0,238,0,58
"North Carolina","Lincoln",2020,243,241,2,0,0,0,0,71,45,35,0,0,243,0,0
"North Carolina","Macon",2020,360,358,2,0,0,0,0,64,41,29,0,0,360,0,0
"North Carolina","Martin",2020,240,240,0,0,0,0,0,49,42,33,0,0,240,0,0
"North Carolina","Mecklenburg",2020,366,296,68,2,0,0,0,112,56,40,0,0,204,162,0
"North Carolina","Mitchell",2020,356,347,8,1,0,0,0,103,36,20,0,0,0,356,0
"North Carolina","Montgomery",2020,366,342,24,0,0,0,0,83,47,35,0,0,202,164,0
"North Carolina","New Hanover",2020,357,344,13,0,0,0,0,74,45,31,0,0,222,135,0
"North Carolina","Northampton",2020,360,346,14,0,0,0,0,88,42,22,0,41,0,319,0
"North Carolina","Person",2020,240,240,0,0,0,0,0,50,44,34,0,0,240,0,0
"North Carolina","Pitt",2020,361,344,17,0,0,0,0,95,47,33,0,0,199,162,0
"North Carolina","Rockingham",2020,243,238,5,0,0,0,0,54,47,36,0,0,243,0,0
"North Carolina","Rowan",2020,365,318,47,0,0,0,0,88,52,39,0,0,242,123,0
"North Carolina","Swain",2020,362,340,21,1,0,0,0,119,47,33,0,0,197,165,0
"North Carolina","Union",2020,242,242,0,0,0,0,0,50,44,31,0,0,242,0,0
"North Carolina","Wake",2020,365,284,80,1,0,0,0,101,56,38,1,2,168,194,0
