location_key,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd
SK,77.4,30.1,6.5,4.6,144.821,64.214,33.5,17.2,5.8,6.0671,3.4156,1186.136353,221.963882
SL,54.309,24.8,2.4,78.5,392.263,353.346,324.1,30.5,,0.2239,,66.402184,33.475037
SM,85.41707,,5.9,1.7,,,,,,,,3361.644775,582.70752
SN,67.665,8.2,2.4,31.8,216.045,144.704,160.7,18.1,,0.3127,0.0691,55.014038,28.827259
SO,57.068,,5.1,76.6,324.793,269.466,212.8,21.8,,,,,
SR,71.57,25.0,12.5,16.9,219.754,118.443,56.7,21.7,,2.7569,1.2101,339.327972,89.513321
SS,57.604,,10.2,63.7,350.689,300.898,165.1,19.8,,,,22.888573,4.392962
ST,70.17,,2.4,24.4,188.249,124.395,162.4,18.5,,1.9242,0.0531,119.695656,16.489943
SV,73.096,9.9,8.8,11.8,268.447,103.299,41.9,14.0,,1.8344,1.5662,282.491028,82.477356
SX,78.292683,,6.8,,,,,,,,,,
SY,71.779,,13.5,14.0,237.292,73.258,75.2,21.8,,1.5406,1.2874,,
SZ,59.401,9.0,4.5,43.0,479.936,309.883,137.0,26.7,,4.1415,0.3285,224.736771,23.59005
TD,53.977,,6.0,71.4,377.607,335.378,280.1,23.9,,0.2322,0.0434,29.730864,17.250788
TG,60.76,7.4,2.4,47.4,277.736,244.396,249.6,23.6,,0.4102,0.0774,38.048714,22.228106
TH,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,,2.7593,0.805,247.03511,27.535921
TJ,70.879,,6.1,30.4,164.528,96.277,129.3,25.3,,,,57.899853,36.565151
TL,69.26,42.6,6.7,39.3,168.862,117.478,139.8,19.9,,1.668,0.7224,83.197708,6.942779
TM,68.073,,6.1,39.3,243.687,128.231,79.3,29.5,,,,456.482666,332.127777
TN,76.505,32.7,8.5,14.6,106.668,67.321,56.1,16.1,2.3,2.5136,1.3025,250.562225,98.020348
TO,70.801,27.9,15.7,13.4,213.56,120.542,73.3,23.3,,4.157,,222.015488,23.601473
TR,78.9,27.2,11.1,9.1,119.237,62.33,46.6,16.1,,2.7107,1.8492,444.653687,77.299492
TT,73.38,,11.0,16.4,186.336,108.616,38.6,21.3,,4.0934,4.1675,1124.091675,447.134827
TV,,,22.1,20.6,,,,,,4.2609,,622.176697,3.248882
TZ,65.015,14.8,5.7,37.6,249.798,193.172,139.0,17.9,,0.5843,0.014,33.916576,8.172585
UA,71.582683,28.9,6.1,7.5,,,70.7,24.7,,,,177.40889,92.814873
UG,62.973,10.0,2.5,33.8,302.371,233.267,155.7,21.9,,1.2382,0.168,38.426441,15.013752
US,78.539024,21.8,10.8,5.6,139.141,81.935,13.3,14.6,,14.548,2.612,10246.138672,1126.349976
US_AK,78.0,,,,,,,,,,,,
US_AK_02013,86.9,,,,,,,,,,,,
US_AK_02016,77.75,,,,,,,,,,,,
US_AK_02020,78.034694,,,,,,,,,,,,
US_AK_02050,78.733333,,,,,,,,,,,,
US_AK_02060,79.9,,,,,,,,,,,,
US_AK_02070,83.25,,,,,,,,,,,,
US_AK_02090,78.10625,,,,,,,,,,,,
US_AK_02100,82.6,,,,,,,,,,,,
US_AK_02105,79.3,,,,,,,,,,,,
US_AK_02110,81.166667,,,,,,,,,,,,
US_AK_02122,80.166667,,,,,,,,,,,,
US_AK_02130,79.85,,,,,,,,,,,,
US_AK_02150,80.4,,,,,,,,,,,,
US_AK_02164,77.0,,,,,,,,,,,,
US_AK_02170,78.986957,,,,,,,,,,,,
US_AK_02180,82.2,,,,,,,,,,,,
US_AK_02185,78.55,,,,,,,,,,,,
US_AK_02188,77.5,,,,,,,,,,,,
US_AK_02195,84.6,,,,,,,,,,,,
US_AK_02198,77.866667,,,,,,,,,,,,
US_AK_02220,79.0,,,,,,,,,,,,
US_AK_02230,80.8,,,,,,,,,,,,
US_AK_02240,77.85,,,,,,,,,,,,
US_AK_02261,80.966667,,,,,,,,,,,,
US_AK_02275,78.7,,,,,,,,,,,,
US_AK_02290,76.275,,,,,,,,,,,,
US_AL,75.1,,,,,,,,,,,,
US_AL_01001,75.32,,,,,,,,,,,,
US_AL_01003,77.482759,,,,,,,,,,,,
US_AL_01005,73.971429,,,,,,,,,,,,
US_AL_01007,73.55,,,,,,,,,,,,
US_AL_01009,76.077778,,,,,,,,,,,,
US_AL_01011,77.6,,,,,,,,,,,,
US_AL_01013,73.3875,,,,,,,,,,,,
US_AL_01015,73.136,,,,,,,,,,,,
US_AL_01017,73.611111,,,,,,,,,,,,
US_AL_01019,74.083333,,,,,,,,,,,,
US_AL_01021,73.922222,,,,,,,,,,,,
US_AL_01023,74.7,,,,,,,,,,,,
US_AL_01025,74.3875,,,,,,,,,,,,
US_AL_01027,74.6,,,,,,,,,,,,
US_AL_01029,73.3,,,,,,,,,,,,
US_AL_01031,76.535714,,,,,,,,,,,,
US_AL_01033,73.628571,,,,,,,,,,,,
US_AL_01035,73.46,,,,,,,,,,,,
US_AL_01037,77.9,,,,,,,,,,,,
US_AL_01039,74.930769,,,,,,,,,,,,
US_AL_01041,74.516667,,,,,,,,,,,,
US_AL_01043,75.15,,,,,,,,,,,,
US_AL_01045,76.453846,,,,,,,,,,,,
US_AL_01047,72.473333,,,,,,,,,,,,
US_AL_01049,75.021429,,,,,,,,,,,,
US_AL_01051,75.492308,,,,,,,,,,,,
US_AL_01053,73.525,,,,,,,,,,,,
US_AL_01055,72.521429,,,,,,,,,,,,
US_AL_01057,73.42,,,,,,,,,,,,
US_AL_01059,73.366667,,,,,,,,,,,,
US_AL_01061,74.816667,,,,,,,,,,,,
US_AL_01063,75.45,,,,,,,,,,,,
US_AL_01065,75.483333,,,,,,,,,,,,
US_AL_01067,75.816667,,,,,,,,,,,,
US_AL_01069,75.968182,,,,,,,,,,,,
US_AL_01071,73.572727,,,,,,,,,,,,
US_AL_01073,74.163694,,,,,,,,,,,,
US_AL_01075,74.866667,,,,,,,,,,,,
US_AL_01077,74.654545,,,,,,,,,,,,
US_AL_01079,73.742857,,,,,,,,,,,,
US_AL_01081,77.547826,,,,,,,,,,,,
US_AL_01083,75.98125,,,,,,,,,,,,
US_AL_01085,73.7,,,,,,,,,,,,
US_AL_01087,73.072727,,,,,,,,,,,,
US_AL_01089,76.798529,,,,,,,,,,,,
US_AL_01091,75.2,,,,,,,,,,,,
US_AL_01093,74.357143,,,,,,,,,,,,
US_AL_01095,74.833333,,,,,,,,,,,,
US_AL_01097,74.159615,,,,,,,,,,,,
US_AL_01099,75.042857,,,,,,,,,,,,
US_AL_01101,74.52037,,,,,,,,,,,,
US_AL_01103,75.65,,,,,,,,,,,,
US_AL_01105,73.9,,,,,,,,,,,,
US_AL_01107,74.32,,,,,,,,,,,,
US_AL_01109,75.428571,,,,,,,,,,,,
US_AL_01111,74.45,,,,,,,,,,,,
US_AL_01113,72.8,,,,,,,,,,,,
US_AL_01115,74.708333,,,,,,,,,,,,
US_AL_01117,78.355556,,,,,,,,,,,,
US_AL_01119,75.875,,,,,,,,,,,,
US_AL_01121,72.722727,,,,,,,,,,,,
US_AL_01123,74.71,,,,,,,,,,,,
US_AL_01125,75.021429,,,,,,,,,,,,
US_AL_01127,71.438889,,,,,,,,,,,,
US_AL_01129,74.875,,,,,,,,,,,,
US_AL_01131,74.25,,,,,,,,,,,,
US_AL_01133,74.983333,,,,,,,,,,,,
US_AR,75.6,,,,,,,,,,,,
US_AR_05001,74.725,,,,,,,,,,,,
US_AR_05003,76.233333,,,,,,,,,,,,
US_AR_05005,75.2625,,,,,,,,,,,,
US_AR_05007,78.140426,,,,,,,,,,,,
US_AR_05009,76.485714,,,,,,,,,,,,
US_AR_05011,73.32,,,,,,,,,,,,
US_AR_05013,74.6,,,,,,,,,,,,
US_AR_05015,76.96,,,,,,,,,,,,
US_AR_05017,74.45,,,,,,,,,,,,
US_AR_05019,74.98,,,,,,,,,,,,
US_AR_05021,73.666667,,,,,,,,,,,,
US_AR_05023,76.714286,,,,,,,,,,,,
US_AR_05025,76.75,,,,,,,,,,,,
US_AR_05027,77.14,,,,,,,,,,,,
US_AR_05029,75.05,,,,,,,,,,,,
US_AR_05031,75.782353,,,,,,,,,,,,
US_AR_05033,75.527273,,,,,,,,,,,,
US_AR_05035,73.30625,,,,,,,,,,,,
US_AR_05037,73.8,,,,,,,,,,,,
US_AR_05039,74.2,,,,,,,,,,,,
US_AR_05041,75.08,,,,,,,,,,,,
US_AR_05043,75.56,,,,,,,,,,,,
US_AR_05045,76.008696,,,,,,,,,,,,
US_AR_05047,74.7,,,,,,,,,,,,
US_AR_05049,76.6,,,,,,,,,,,,
US_AR_05051,74.284211,,,,,,,,,,,,
US_AR_05053,75.625,,,,,,,,,,,,
US_AR_05055,75.6,,,,,,,,,,,,
US_AR_05057,76.72,,,,,,,,,,,,
US_AR_05059,73.414286,,,,,,,,,,,,
US_AR_05061,74.533333,,,,,,,,,,,,
US_AR_05063,76.557143,,,,,,,,,,,,
US_AR_05065,78.45,,,,,,,,,,,,
US_AR_05067,74.42,,,,,,,,,,,,
US_AR_05069,73.217391,,,,,,,,,,,,
US_AR_05071,77.316667,,,,,,,,,,,,
US_AR_05073,73.55,,,,,,,,,,,,
US_AR_05075,76.95,,,,,,,,,,,,
US_AR_05077,73.475,,,,,,,,,,,,
US_AR_05079,76.025,,,,,,,,,,,,
US_AR_05081,75.6,,,,,,,,,,,,
US_AR_05083,75.883333,,,,,,,,,,,,
US_AR_05085,75.0,,,,,,,,,,,,
US_AR_05087,75.5,,,,,,,,,,,,
US_AR_05089,75.475,,,,,,,,,,,,
US_AR_05091,73.227273,,,,,,,,,,,,
US_AR_05093,74.358333,,,,,,,,,,,,
US_AR_05095,76.3,,,,,,,,,,,,
US_AR_05097,77.0,,,,,,,,,,,,
US_AR_05099,74.333333,,,,,,,,,,,,
US_AR_05101,82.2,,,,,,,,,,,,
US_AR_05103,75.45,,,,,,,,,,,,
US_AR_05105,75.833333,,,,,,,,,,,,
US_AR_05107,72.383333,,,,,,,,,,,,
US_AR_05109,74.8,,,,,,,,,,,,
US_AR_05111,72.457143,,,,,,,,,,,,
US_AR_05113,75.8,,,,,,,,,,,,
US_AR_05115,76.463636,,,,,,,,,,,,
US_AR_05117,78.166667,,,,,,,,,,,,
US_AR_05119,75.635227,,,,,,,,,,,,
US_AR_05121,75.25,,,,,,,,,,,,
US_AR_05123,75.216667,,,,,,,,,,,,
US_AR_05125,76.68,,,,,,,,,,,,
US_AR_05127,75.8,,,,,,,,,,,,
US_AR_05129,75.6,,,,,,,,,,,,
US_AR_05131,75.7,,,,,,,,,,,,
US_AR_05133,75.275,,,,,,,,,,,,
US_AR_05135,74.9,,,,,,,,,,,,
US_AR_05137,73.566667,,,,,,,,,,,,
US_AR_05139,74.11,,,,,,,,,,,,
US_AR_05141,77.06,,,,,,,,,,,,
US_AR_05143,77.92,,,,,,,,,,,,
US_AR_05145,75.6,,,,,,,,,,,,
US_AR_05147,78.6,,,,,,,,,,,,
US_AR_05149,75.88,,,,,,,,,,,,
US_AZ,78.7,,,,,,,,,,,,
US_AZ_04001,75.74375,,,,,,,,,,,,
US_AZ_04003,78.164286,,,,,,,,,,,,
US_AZ_04005,78.924,,,,,,,,,,,,
US_AZ_04007,78.507692,,,,,,,,,,,,
US_AZ_04009,78.255556,,,,,,,,,,,,
US_AZ_04011,82.7,,,,,,,,,,,,
US_AZ_04012,76.728571,,,,,,,,,,,,
US_AZ_04013,78.589182,,,,,,,,,,,,
US_AZ_04015,75.097297,,,,,,,,,,,,
US_AZ_04017,76.658621,,,,,,,,,,,,
US_AZ_04019,78.305909,,,,,,,,,,,,
US_AZ_04021,78.603226,,,,,,,,,,,,
US_AZ_04023,81.5,,,,,,,,,,,,
US_AZ_04025,78.815789,,,,,,,,,,,,
US_AZ_04027,78.115217,,,,,,,,,,,,
US_CA,80.8,,,,,,,,,,,,
US_CA_06001,80.845858,,,,,,,,,,,,
US_CA_06003,80.4,,,,,,,,,,,,
US_CA_06005,79.2,,,,,,,,,,,,
US_CA_06007,77.702041,,,,,,,,,,,,
US_CA_06009,80.833333,,,,,,,,,,,,
US_CA_06011,80.22,,,,,,,,,,,,
US_CA_06013,80.813333,,,,,,,,,,,,
US_CA_06015,76.485714,,,,,,,,,,,,
US_CA_06017,80.759459,,,,,,,,,,,,
US_CA_06019,78.388482,,,,,,,,,,,,
US_CA_06021,80.95,,,,,,,,,,,,
US_CA_06023,78.2,,,,,,,,,,,,
US_CA_06025,80.024138,,,,,,,,,,,,
US_CA_06027,80.766667,,,,,,,,,,,,
US_CA_06029,76.831343,,,,,,,,,,,,
US_CA_06031,78.425,,,,,,,,,,,,
US_CA_06033,74.821429,,,,,,,,,,,,
US_CA_06035,76.425,,,,,,,,,,,,
US_CA_06037,80.56164,,,,,,,,,,,,
US_CA_06039,77.904545,,,,,,,,,,,,
US_CA_06041,83.388235,,,,,,,,,,,,
US_CA_06043,78.4,,,,,,,,,,,,
US_CA_06045,79.235,,,,,,,,,,,,
US_CA_06047,78.289583,,,,,,,,,,,,
US_CA_06049,79.8,,,,,,,,,,,,
US_CA_06051,80.95,,,,,,,,,,,,
US_CA_06053,80.84186,,,,,,,,,,,,
US_CA_06055,81.333333,,,,,,,,,,,,
US_CA_06057,80.047368,,,,,,,,,,,,
US_CA_06059,81.657593,,,,,,,,,,,,
US_CA_06061,80.318571,,,,,,,,,,,,
US_CA_06063,77.983333,,,,,,,,,,,,
US_CA_06065,79.043868,,,,,,,,,,,,
US_CA_06067,78.715333,,,,,,,,,,,,
US_CA_06069,82.4,,,,,,,,,,,,
US_CA_06071,78.174432,,,,,,,,,,,,
US_CA_06073,80.763339,,,,,,,,,,,,
US_CA_06075,81.786364,,,,,,,,,,,,
US_CA_06077,77.47029,,,,,,,,,,,,
US_CA_06079,80.255814,,,,,,,,,,,,
US_CA_06081,82.739474,,,,,,,,,,,,
US_CA_06083,81.34375,,,,,,,,,,,,
US_CA_06085,82.653125,,,,,,,,,,,,
US_CA_06087,81.410638,,,,,,,,,,,,
US_CA_06089,76.774468,,,,,,,,,,,,
US_CA_06091,84.9,,,,,,,,,,,,
US_CA_06093,78.875,,,,,,,,,,,,
US_CA_06095,78.801124,,,,,,,,,,,,
US_CA_06097,80.590526,,,,,,,,,,,,
US_CA_06099,77.621978,,,,,,,,,,,,
US_CA_06101,78.635,,,,,,,,,,,,
US_CA_06103,77.290909,,,,,,,,,,,,
US_CA_06105,80.9,,,,,,,,,,,,
US_CA_06107,77.988312,,,,,,,,,,,,
US_CA_06109,79.466667,,,,,,,,,,,,
US_CA_06111,81.019876,,,,,,,,,,,,
US_CA_06113,80.614286,,,,,,,,,,,,
US_CA_06115,75.969231,,,,,,,,,,,,
US_CO,80.0,,,,,,,,,,,,
US_CO_08001,77.977528,,,,,,,,,,,,
US_CO_08003,78.15,,,,,,,,,,,,
US_CO_08005,79.711905,,,,,,,,,,,,
US_CO_08007,82.05,,,,,,,,,,,,
US_CO_08009,80.0,,,,,,,,,,,,
US_CO_08011,78.0,,,,,,,,,,,,
US_CO_08013,81.555769,,,,,,,,,,,,
US_CO_08014,80.915385,,,,,,,,,,,,
US_CO_08015,79.95,,,,,,,,,,,,
US_CO_08017,89.5,,,,,,,,,,,,
US_CO_08019,82.9,,,,,,,,,,,,
US_CO_08021,82.25,,,,,,,,,,,,
US_CO_08023,79.5,,,,,,,,,,,,
US_CO_08025,76.4,,,,,,,,,,,,
US_CO_08027,82.7,,,,,,,,,,,,
US_CO_08029,78.885714,,,,,,,,,,,,
US_CO_08031,78.523077,,,,,,,,,,,,
US_CO_08033,76.8,,,,,,,,,,,,
US_CO_08035,82.076471,,,,,,,,,,,,
US_CO_08037,82.4,,,,,,,,,,,,
US_CO_08039,80.514286,,,,,,,,,,,,
US_CO_08041,79.041964,,,,,,,,,,,,
US_CO_08043,76.136364,,,,,,,,,,,,
US_CO_08045,81.27,,,,,,,,,,,,
US_CO_08047,81.8,,,,,,,,,,,,
US_CO_08049,80.533333,,,,,,,,,,,,
US_CO_08051,80.666667,,,,,,,,,,,,
US_CO_08053,81.4,,,,,,,,,,,,
US_CO_08055,81.4,,,,,,,,,,,,
US_CO_08057,78.7,,,,,,,,,,,,
US_CO_08059,79.940496,,,,,,,,,,,,
US_CO_08061,78.2,,,,,,,,,,,,
US_CO_08063,80.033333,,,,,,,,,,,,
US_CO_08065,78.6,,,,,,,,,,,,
US_CO_08067,81.72,,,,,,,,,,,,
US_CO_08069,80.545902,,,,,,,,,,,,
US_CO_08071,78.616667,,,,,,,,,,,,
US_CO_08073,80.8,,,,,,,,,,,,
US_CO_08075,78.183333,,,,,,,,,,,,
US_CO_08077,78.418519,,,,,,,,,,,,
US_CO_08081,77.925,,,,,,,,,,,,
US_CO_08083,80.828571,,,,,,,,,,,,
US_CO_08085,79.38,,,,,,,,,,,,
US_CO_08087,79.7125,,,,,,,,,,,,
US_CO_08089,76.942857,,,,,,,,,,,,
US_CO_08091,83.2,,,,,,,,,,,,
US_CO_08093,80.45,,,,,,,,,,,,
US_CO_08095,80.1,,,,,,,,,,,,
US_CO_08097,82.425,,,,,,,,,,,,
US_CO_08099,78.86,,,,,,,,,,,,
US_CO_08101,76.360784,,,,,,,,,,,,
US_CO_08103,78.95,,,,,,,,,,,,
US_CO_08105,78.933333,,,,,,,,,,,,
US_CO_08107,81.7625,,,,,,,,,,,,
US_CO_08109,82.6,,,,,,,,,,,,
US_CO_08113,80.4,,,,,,,,,,,,
US_CO_08115,76.1,,,,,,,,,,,,
US_CO_08117,82.05,,,,,,,,,,,,
US_CO_08119,80.38,,,,,,,,,,,,
US_CO_08121,80.15,,,,,,,,,,,,
US_CO_08123,79.296667,,,,,,,,,,,,
US_CO_08125,79.65,,,,,,,,,,,,
US_CT,80.4,,,,,,,,,,,,
US_CT_09001,81.499015,,,,,,,,,,,,
US_CT_09003,79.479147,,,,,,,,,,,,
US_CT_09005,80.08913,,,,,,,,,,,,
US_CT_09007,80.741176,,,,,,,,,,,,
US_CT_09009,79.287778,,,,,,,,,,,,
US_CT_09011,79.579032,,,,,,,,,,,,
US_CT_09013,81.025,,,,,,,,,,,,
US_CT_09015,79.365217,,,,,,,,,,,,
US_DC_11001,76.407879,,,,,,,,,,,,
US_DE,77.8,,,,,,,,,,,,
US_DE_10001,76.8,,,,,,,,,,,,
US_DE_10003,77.770732,,,,,,,,,,,,
US_DE_10005,78.482609,,,,,,,,,,,,
US_FL,78.9,,,,,,,,,,,,
US_FL_12001,77.945238,,,,,,,,,,,,
US_FL_12003,75.95,,,,,,,,,,,,
US_FL_12005,75.825641,,,,,,,,,,,,
US_FL_12007,76.2,,,,,,,,,,,,
US_FL_12009,77.314815,,,,,,,,,,,,
US_FL_12011,79.300597,,,,,,,,,,,,
US_FL_12013,77.666667,,,,,,,,,,,,
US_FL_12015,78.725,,,,,,,,,,,,
US_FL_12017,75.062963,,,,,,,,,,,,
US_FL_12019,77.186207,,,,,,,,,,,,
US_FL_12021,81.591525,,,,,,,,,,,,
US_FL_12023,74.754545,,,,,,,,,,,,
US_FL_12027,77.977778,,,,,,,,,,,,
US_FL_12029,76.4,,,,,,,,,,,,
US_FL_12031,75.768263,,,,,,,,,,,,
US_FL_12033,75.153731,,,,,,,,,,,,
US_FL_12035,79.005263,,,,,,,,,,,,
US_FL_12037,75.375,,,,,,,,,,,,
US_FL_12039,75.622222,,,,,,,,,,,,
US_FL_12041,77.36,,,,,,,,,,,,
US_FL_12043,74.55,,,,,,,,,,,,
US_FL_12045,76.5,,,,,,,,,,,,
US_FL_12047,75.1,,,,,,,,,,,,
US_FL_12049,79.533333,,,,,,,,,,,,
US_FL_12051,78.316667,,,,,,,,,,,,
US_FL_12053,76.175,,,,,,,,,,,,
US_FL_12055,77.426087,,,,,,,,,,,,
US_FL_12057,77.533083,,,,,,,,,,,,
US_FL_12059,74.5,,,,,,,,,,,,
US_FL_12061,79.677778,,,,,,,,,,,,
US_FL_12063,74.727273,,,,,,,,,,,,
US_FL_12065,76.5,,,,,,,,,,,,
US_FL_12067,77.2,,,,,,,,,,,,
US_FL_12069,77.764706,,,,,,,,,,,,
US_FL_12071,78.6875,,,,,,,,,,,,
US_FL_12073,77.575439,,,,,,,,,,,,
US_FL_12075,74.925,,,,,,,,,,,,
US_FL_12077,75.85,,,,,,,,,,,,
US_FL_12079,76.14,,,,,,,,,,,,
US_FL_12081,78.997297,,,,,,,,,,,,
US_FL_12083,75.448148,,,,,,,,,,,,
US_FL_12085,81.606452,,,,,,,,,,,,
US_FL_12086,80.555136,,,,,,,,,,,,
US_FL_12087,79.424,,,,,,,,,,,,
US_FL_12089,78.216667,,,,,,,,,,,,
US_FL_12091,78.015789,,,,,,,,,,,,
US_FL_12093,77.055556,,,,,,,,,,,,
US_FL_12095,78.435979,,,,,,,,,,,,
US_FL_12097,79.132353,,,,,,,,,,,,
US_FL_12099,80.354355,,,,,,,,,,,,
US_FL_12101,76.321239,,,,,,,,,,,,
US_FL_12103,77.648598,,,,,,,,,,,,
US_FL_12105,77.266667,,,,,,,,,,,,
US_FL_12107,74.51875,,,,,,,,,,,,
US_FL_12109,80.342424,,,,,,,,,,,,
US_FL_12111,77.727907,,,,,,,,,,,,
US_FL_12113,77.245833,,,,,,,,,,,,
US_FL_12115,80.290123,,,,,,,,,,,,
US_FL_12117,79.789873,,,,,,,,,,,,
US_FL_12119,76.058333,,,,,,,,,,,,
US_FL_12121,75.742857,,,,,,,,,,,,
US_FL_12123,76.075,,,,,,,,,,,,
US_FL_12125,73.433333,,,,,,,,,,,,
US_FL_12127,77.039048,,,,,,,,,,,,
US_FL_12129,76.55,,,,,,,,,,,,
US_FL_12131,78.136364,,,,,,,,,,,,
US_FL_12133,74.083333,,,,,,,,,,,,
US_GA,77.2,,,,,,,,,,,,
US_GA_13001,74.05,,,,,,,,,,,,
US_GA_13003,74.566667,,,,,,,,,,,,
US_GA_13005,72.833333,,,,,,,,,,,,
US_GA_13007,77.1,,,,,,,,,,,,
US_GA_13009,75.044444,,,,,,,,,,,,
US_GA_13011,76.225,,,,,,,,,,,,
US_GA_13013,75.164706,,,,,,,,,,,,
US_GA_13015,76.035714,,,,,,,,,,,,
US_GA_13017,73.28,,,,,,,,,,,,
US_GA_13019,74.78,,,,,,,,,,,,
US_GA_13021,73.45641,,,,,,,,,,,,
US_GA_13023,75.533333,,,,,,,,,,,,
US_GA_13025,75.066667,,,,,,,,,,,,
US_GA_13027,74.64,,,,,,,,,,,,
US_GA_13029,76.14,,,,,,,,,,,,
US_GA_13031,75.611111,,,,,,,,,,,,
US_GA_13033,73.84,,,,,,,,,,,,
US_GA_13035,75.8,,,,,,,,,,,,
US_GA_13037,77.1,,,,,,,,,,,,
US_GA_13039,76.4,,,,,,,,,,,,
US_GA_13043,75.4,,,,,,,,,,,,
US_GA_13045,75.025,,,,,,,,,,,,
US_GA_13047,76.490909,,,,,,,,,,,,
US_GA_13049,76.6,,,,,,,,,,,,
US_GA_13051,76.245,,,,,,,,,,,,
US_GA_13053,73.4,,,,,,,,,,,,
US_GA_13055,72.9,,,,,,,,,,,,
US_GA_13057,79.116667,,,,,,,,,,,,
US_GA_13059,77.491667,,,,,,,,,,,,
US_GA_13061,72.2,,,,,,,,,,,,
US_GA_13063,75.404762,,,,,,,,,,,,
US_GA_13065,73.0,,,,,,,,,,,,
US_GA_13067,79.419626,,,,,,,,,,,,
US_GA_13069,73.1625,,,,,,,,,,,,
US_GA_13071,75.31,,,,,,,,,,,,
US_GA_13073,78.383333,,,,,,,,,,,,
US_GA_13075,74.15,,,,,,,,,,,,
US_GA_13077,77.347368,,,,,,,,,,,,
US_GA_13079,75.633333,,,,,,,,,,,,
US_GA_13081,74.95,,,,,,,,,,,,
US_GA_13083,76.275,,,,,,,,,,,,
US_GA_13085,77.033333,,,,,,,,,,,,
US_GA_13087,74.357143,,,,,,,,,,,,
US_GA_13089,77.738889,,,,,,,,,,,,
US_GA_13091,75.6,,,,,,,,,,,,
US_GA_13093,79.933333,,,,,,,,,,,,
US_GA_13095,74.507692,,,,,,,,,,,,
US_GA_13097,76.285,,,,,,,,,,,,
US_GA_13099,74.02,,,,,,,,,,,,
US_GA_13101,74.55,,,,,,,,,,,,
US_GA_13103,76.24,,,,,,,,,,,,
US_GA_13105,73.7,,,,,,,,,,,,
US_GA_13107,73.1,,,,,,,,,,,,
US_GA_13109,76.6,,,,,,,,,,,,
US_GA_13111,75.825,,,,,,,,,,,,
US_GA_13113,79.775,,,,,,,,,,,,
US_GA_13115,75.765,,,,,,,,,,,,
US_GA_13117,79.7625,,,,,,,,,,,,
US_GA_13119,74.44,,,,,,,,,,,,
US_GA_13121,77.364815,,,,,,,,,,,,
US_GA_13123,79.2,,,,,,,,,,,,
US_GA_13125,77.0,,,,,,,,,,,,
US_GA_13127,77.233333,,,,,,,,,,,,
US_GA_13129,76.444444,,,,,,,,,,,,
US_GA_13131,76.5,,,,,,,,,,,,
US_GA_13133,76.24,,,,,,,,,,,,
US_GA_13135,79.040206,,,,,,,,,,,,
US_GA_13137,78.275,,,,,,,,,,,,
US_GA_13139,78.111765,,,,,,,,,,,,
US_GA_13141,77.25,,,,,,,,,,,,
US_GA_13143,73.22,,,,,,,,,,,,
US_GA_13145,80.975,,,,,,,,,,,,
US_GA_13147,77.02,,,,,,,,,,,,
US_GA_13149,75.166667,,,,,,,,,,,,
US_GA_13151,77.508696,,,,,,,,,,,,
US_GA_13153,77.122727,,,,,,,,,,,,
US_GA_13155,76.2,,,,,,,,,,,,
US_GA_13157,75.854545,,,,,,,,,,,,
US_GA_13159,75.366667,,,,,,,,,,,,
US_GA_13161,73.6,,,,,,,,,,,,
US_GA_13163,75.4,,,,,,,,,,,,
US_GA_13165,73.75,,,,,,,,,,,,
US_GA_13167,76.2,,,,,,,,,,,,
US_GA_13169,75.133333,,,,,,,,,,,,
US_GA_13171,74.5,,,,,,,,,,,,
US_GA_13173,76.75,,,,,,,,,,,,
US_GA_13175,73.691667,,,,,,,,,,,,
US_GA_13177,77.75,,,,,,,,,,,,
US_GA_13179,75.97,,,,,,,,,,,,
US_GA_13181,76.35,,,,,,,,,,,,
US_GA_13183,76.45,,,,,,,,,,,,
US_GA_13185,75.692,,,,,,,,,,,,
US_GA_13187,77.4,,,,,,,,,,,,
US_GA_13189,74.04,,,,,,,,,,,,
US_GA_13191,77.366667,,,,,,,,,,,,
US_GA_13193,76.9,,,,,,,,,,,,
US_GA_13195,75.3,,,,,,,,,,,,
US_GA_13197,76.45,,,,,,,,,,,,
US_GA_13199,74.125,,,,,,,,,,,,
US_GA_13201,76.233333,,,,,,,,,,,,
US_GA_13205,75.2,,,,,,,,,,,,
US_GA_13207,77.04,,,,,,,,,,,,
US_GA_13209,77.333333,,,,,,,,,,,,
US_GA_13211,76.66,,,,,,,,,,,,
US_GA_13213,74.6625,,,,,,,,,,,,
US_GA_13215,74.495833,,,,,,,,,,,,
US_GA_13217,75.761538,,,,,,,,,,,,
US_GA_13219,80.833333,,,,,,,,,,,,
US_GA_13221,76.2,,,,,,,,,,,,
US_GA_13223,77.19375,,,,,,,,,,,,
US_GA_13225,75.54,,,,,,,,,,,,
US_GA_13227,77.266667,,,,,,,,,,,,
US_GA_13229,75.05,,,,,,,,,,,,
US_GA_13231,77.175,,,,,,,,,,,,
US_GA_13233,73.728571,,,,,,,,,,,,
US_GA_13235,74.733333,,,,,,,,,,,,
US_GA_13237,75.766667,,,,,,,,,,,,
US_GA_13239,77.7,,,,,,,,,,,,
